feature,importance,clean_feature
cat__FL_DATE_2023-03-13,0.000238917220011413,FL DATE 2023-03-13
cat__ORIGIN_ANC,0.0002381215196412301,ORIGIN ANC
cat__route_LAS_DEN,0.00023794919276304941,route LAS DEN
cat__FL_DATE_2019-05-23,0.00023794073017750547,FL DATE 2019-05-23
cat__FL_DATE_2022-12-21,0.00023780258779875854,FL DATE 2022-12-21
cat__FL_DATE_2022-08-08,0.00023776986665129365,FL DATE 2022-08-08
cat__FL_DATE_2023-07-28,0.0002373919946556241,FL DATE 2023-07-28
cat__FL_DATE_2023-04-05,0.00023730001829322812,FL DATE 2023-04-05
cat__FL_DATE_2019-03-01,0.0002369322692741338,FL DATE 2019-03-01
cat__FL_DATE_2023-06-25,0.00023590700195408809,FL DATE 2023-06-25
cat__FL_DATE_2023-03-12,0.00023581741986176686,FL DATE 2023-03-12
cat__FL_DATE_2021-06-26,0.00023558362142588312,FL DATE 2021-06-26
cat__FL_DATE_2019-10-31,0.00023320929103799054,FL DATE 2019-10-31
cat__ORIGIN_DAY,0.0002326361964152421,ORIGIN DAY
cat__ORIGIN_GSO,0.0002316508589342725,ORIGIN GSO
cat__FL_DATE_2023-02-24,0.00023143919988007373,FL DATE 2023-02-24
cat__DEST_SYR,0.00023141354995455222,DEST SYR
cat__FL_DATE_2021-06-12,0.000230942895778568,FL DATE 2021-06-12
cat__DEST_HPN,0.00023042734970048803,DEST HPN
cat__FL_DATE_2019-12-02,0.00023024645740755484,FL DATE 2019-12-02
cat__FL_DATE_2021-08-14,0.0002302401710760214,FL DATE 2021-08-14
cat__FL_DATE_2023-04-16,0.00023016286642139728,FL DATE 2023-04-16
cat__FL_DATE_2021-12-18,0.00022919132466872887,FL DATE 2021-12-18
cat__FL_DATE_2019-03-10,0.0002289762035622852,FL DATE 2019-03-10
cat__ORIGIN_SYR,0.00022878155838170055,ORIGIN SYR
cat__FL_DATE_2023-06-27,0.0002282584349699656,FL DATE 2023-06-27
cat__FL_DATE_2023-06-26,0.0002262322079734732,FL DATE 2023-06-26
cat__ORIGIN_GSP,0.00022601388428508277,ORIGIN GSP
cat__FL_DATE_2022-05-21,0.00022564048584528237,FL DATE 2022-05-21
cat__FL_DATE_2019-10-11,0.00022524950682373826,FL DATE 2019-10-11
cat__ORIGIN_BZN,0.00022461902264685348,ORIGIN BZN
cat__FL_DATE_2022-06-27,0.00022442411310396825,FL DATE 2022-06-27
cat__FL_DATE_2022-08-06,0.00022403164815939104,FL DATE 2022-08-06
cat__DEST_AVL,0.00022390552009366477,DEST AVL
cat__route_LAX_LAS,0.00022371787037889768,route LAX LAS
cat__FL_DATE_2023-07-14,0.00022224251041143598,FL DATE 2023-07-14
cat__FL_DATE_2019-06-17,0.000221743512429692,FL DATE 2019-06-17
cat__FL_DATE_2022-03-13,0.00022167248148724383,FL DATE 2022-03-13
cat__FL_DATE_2019-02-18,0.00022129858860264176,FL DATE 2019-02-18
cat__FL_DATE_2022-05-20,0.0002210551270433501,FL DATE 2022-05-20
cat__FL_DATE_2019-12-09,0.00022075070077202244,FL DATE 2019-12-09
cat__DEST_BZN,0.00021972578575608936,DEST BZN
cat__FL_DATE_2019-10-10,0.0002191326501989616,FL DATE 2019-10-10
cat__route_MCO_PHL,0.0002189849843659582,route MCO PHL
cat__DEST_MAF,0.00021874492166191169,DEST MAF
cat__DEST_PNS,0.00021850146462176095,DEST PNS
cat__FL_DATE_2019-04-12,0.00021788320525543422,FL DATE 2019-04-12
cat__FL_DATE_2023-07-16,0.00021623942518237432,FL DATE 2023-07-16
cat__FL_DATE_2019-06-13,0.00021514247915949795,FL DATE 2019-06-13
cat__FL_DATE_2019-10-30,0.00021512577419754498,FL DATE 2019-10-30
cat__ORIGIN_FAR,0.00021507607898869273,ORIGIN FAR
cat__FL_DATE_2023-06-22,0.00021497390619004052,FL DATE 2023-06-22
cat__FL_DATE_2022-03-18,0.00021488517462151102,FL DATE 2022-03-18
cat__FL_DATE_2023-04-20,0.00021462242805044072,FL DATE 2023-04-20
cat__FL_DATE_2023-08-17,0.00021417747254394396,FL DATE 2023-08-17
cat__ORIGIN_ROC,0.00021212111339919928,ORIGIN ROC
cat__FL_DATE_2019-12-28,0.00021180425773727402,FL DATE 2019-12-28
cat__FL_DATE_2022-05-05,0.00021153698025494106,FL DATE 2022-05-05
cat__FL_DATE_2019-06-19,0.00021118409791235404,FL DATE 2019-06-19
cat__FL_DATE_2022-08-05,0.00021103398793003423,FL DATE 2022-08-05
cat__FL_DATE_2023-08-06,0.00021081860683697573,FL DATE 2023-08-06
cat__FL_DATE_2023-06-29,0.00021038019835935282,FL DATE 2023-06-29
cat__FL_DATE_2019-04-26,0.0002100676613805012,FL DATE 2019-04-26
cat__FL_DATE_2019-08-20,0.00020899472061273355,FL DATE 2019-08-20
cat__FL_DATE_2023-07-21,0.0002089507390896092,FL DATE 2023-07-21
cat__DEST_ROC,0.0002082466889175917,DEST ROC
cat__FL_DATE_2021-07-18,0.0002082436307416077,FL DATE 2021-07-18
cat__DEST_BTV,0.00020812318686691373,DEST BTV
cat__FL_DATE_2021-07-12,0.00020634968346880722,FL DATE 2021-07-12
cat__ORIGIN_HSV,0.00020552180229617363,ORIGIN HSV
cat__FL_DATE_2023-06-16,0.000205367449651597,FL DATE 2023-06-16
cat__FL_DATE_2023-05-19,0.00020513468100766998,FL DATE 2023-05-19
cat__FL_DATE_2019-01-30,0.00020399545428381727,FL DATE 2019-01-30
cat__FL_DATE_2019-08-07,0.00020377740022339073,FL DATE 2019-08-07
cat__ORIGIN_MSN,0.00020370002485864058,ORIGIN MSN
cat__DEST_FSD,0.00020305947632614477,DEST FSD
cat__DEST_CID,0.00020302478297560785,DEST CID
cat__FL_DATE_2019-07-08,0.00020267542403807416,FL DATE 2019-07-08
cat__route_IAH_DFW,0.00020229914336019405,route IAH DFW
cat__FL_DATE_2021-06-28,0.00020153654701161405,FL DATE 2021-06-28
cat__route_DFW_ORD,0.00020125725805189814,route DFW ORD
cat__FL_DATE_2021-12-28,0.0002012152455744587,FL DATE 2021-12-28
cat__DEST_KOA,0.00019998837303212088,DEST KOA
cat__FL_DATE_2023-07-24,0.00019938031230282488,FL DATE 2023-07-24
cat__FL_DATE_2021-12-29,0.00019911784834510137,FL DATE 2021-12-29
cat__FL_DATE_2019-03-15,0.00019882352346451096,FL DATE 2019-03-15
cat__FL_DATE_2022-06-17,0.0001985560035247506,FL DATE 2022-06-17
cat__FL_DATE_2021-08-26,0.00019852514465390402,FL DATE 2021-08-26
cat__DEST_PWM,0.000198264928616741,DEST PWM
cat__route_ORD_EWR,0.000198084478001406,route ORD EWR
cat__FL_DATE_2023-07-22,0.00019737840301004993,FL DATE 2023-07-22
cat__DEST_STATE_NH,0.0001971679898890255,DEST STATE NH
cat__FL_DATE_2019-05-19,0.00019691440206726763,FL DATE 2019-05-19
cat__FL_DATE_2022-11-17,0.00019689906859879418,FL DATE 2022-11-17
cat__FL_DATE_2021-07-03,0.0001968735996714314,FL DATE 2021-07-03
cat__FL_DATE_2023-04-30,0.00019627641124329192,FL DATE 2023-04-30
cat__route_ATL_EWR,0.00019608430935131202,route ATL EWR
cat__FL_DATE_2022-07-28,0.00019587809823548108,FL DATE 2022-07-28
cat__ORIGIN_SBP,0.00019538503865840478,ORIGIN SBP
cat__FL_DATE_2019-05-16,0.0001950361522936375,FL DATE 2019-05-16
cat__FL_DATE_2019-12-01,0.00019498684296361812,FL DATE 2019-12-01
cat__FL_DATE_2023-04-18,0.00019476056929125762,FL DATE 2023-04-18
cat__FL_DATE_2019-09-19,0.00019390256355810882,FL DATE 2019-09-19
cat__ORIGIN_PWM,0.00019389905882095902,ORIGIN PWM
cat__FL_DATE_2022-04-07,0.00019368563119238902,FL DATE 2022-04-07
cat__FL_DATE_2021-06-21,0.0001931757448729843,FL DATE 2021-06-21
cat__FL_DATE_2019-04-15,0.00019310087489850827,FL DATE 2019-04-15
cat__FL_DATE_2022-04-13,0.00019269835082123547,FL DATE 2022-04-13
cat__route_STL_DEN,0.00019222199906522957,route STL DEN
cat__ORIGIN_SFB,0.0001921257209766481,ORIGIN SFB
cat__FL_DATE_2021-10-28,0.00019205919481019845,FL DATE 2021-10-28
cat__DEST_SBA,0.00019191664748544797,DEST SBA
cat__ORIGIN_SBA,0.0001913020888539379,ORIGIN SBA
cat__FL_DATE_2019-06-20,0.0001908431654678896,FL DATE 2019-06-20
cat__FL_DATE_2019-08-01,0.00019045826041856688,FL DATE 2019-08-01
cat__ORIGIN_CHA,0.00019015070692691478,ORIGIN CHA
cat__FL_DATE_2023-01-04,0.00019006635754469737,FL DATE 2023-01-04
cat__FL_DATE_2022-03-11,0.00018955461882316695,FL DATE 2022-03-11
cat__FL_DATE_2021-08-02,0.00018946856846597745,FL DATE 2021-08-02
cat__FL_DATE_2021-07-22,0.00018936296225638739,FL DATE 2021-07-22
cat__DEST_SFB,0.00018890327046816816,DEST SFB
cat__FL_DATE_2019-03-09,0.00018849163738124871,FL DATE 2019-03-09
cat__DEST_MHT,0.00018808051892030248,DEST MHT
cat__route_MCO_ATL,0.00018786352307761895,route MCO ATL
cat__FL_DATE_2021-10-08,0.00018742916682618454,FL DATE 2021-10-08
cat__route_EWR_MCO,0.00018712139844046286,route EWR MCO
cat__FL_DATE_2019-12-26,0.000186963505691475,FL DATE 2019-12-26
cat__FL_DATE_2019-06-29,0.00018696304791824766,FL DATE 2019-06-29
cat__FL_DATE_2023-07-30,0.0001866342813231933,FL DATE 2023-07-30
cat__FL_DATE_2021-06-18,0.0001864497424930753,FL DATE 2021-06-18
cat__FL_DATE_2019-05-11,0.0001863220213547444,FL DATE 2019-05-11
cat__route_ATL_FLL,0.0001861713723482962,route ATL FLL
cat__DEST_EUG,0.00018610607552921532,DEST EUG
cat__FL_DATE_2022-04-08,0.0001860529357023044,FL DATE 2022-04-08
cat__FL_DATE_2023-08-07,0.00018590250591330598,FL DATE 2023-08-07
cat__route_LAS_SEA,0.00018554399433867667,route LAS SEA
cat__route_ATL_ORD,0.0001851758573401741,route ATL ORD
cat__route_DCA_LGA,0.00018475942754006734,route DCA LGA
cat__FL_DATE_2021-08-19,0.00018447469851388013,FL DATE 2021-08-19
cat__FL_DATE_2020-01-03,0.00018420478372979706,FL DATE 2020-01-03
cat__FL_DATE_2021-08-09,0.00018390339824930432,FL DATE 2021-08-09
cat__FL_DATE_2023-05-14,0.00018342509115384456,FL DATE 2023-05-14
cat__FL_DATE_2023-03-27,0.00018318423227987136,FL DATE 2023-03-27
cat__FL_DATE_2022-12-11,0.00018195240028037515,FL DATE 2022-12-11
cat__FL_DATE_2019-08-08,0.00018173604104933624,FL DATE 2019-08-08
cat__FL_DATE_2022-02-05,0.00018145234109333676,FL DATE 2022-02-05
cat__route_SEA_SFO,0.00018097397271781013,route SEA SFO
cat__route_BOS_DCA,0.0001806633002352074,route BOS DCA
cat__FL_DATE_2019-04-18,0.00018052041518463557,FL DATE 2019-04-18
cat__FL_DATE_2022-06-02,0.00018024931988068864,FL DATE 2022-06-02
cat__FL_DATE_2019-07-11,0.00017986879871019073,FL DATE 2019-07-11
cat__route_DTW_DFW,0.0001797680272901476,route DTW DFW
cat__FL_DATE_2019-12-30,0.00017960733682833918,FL DATE 2019-12-30
cat__FL_DATE_2022-06-12,0.0001795362278348427,FL DATE 2022-06-12
cat__FL_DATE_2019-08-22,0.00017946917681194738,FL DATE 2019-08-22
cat__FL_DATE_2019-02-08,0.00017938805365056446,FL DATE 2019-02-08
cat__ORIGIN_LIH,0.0001791154838147699,ORIGIN LIH
cat__FL_DATE_2021-06-07,0.00017909679932339302,FL DATE 2021-06-07
cat__FL_DATE_2019-05-02,0.00017901900236327422,FL DATE 2019-05-02
cat__FL_DATE_2022-11-05,0.00017888031950878986,FL DATE 2022-11-05
cat__FL_DATE_2019-06-27,0.00017887279203232176,FL DATE 2019-06-27
cat__FL_DATE_2022-02-13,0.0001785952703488402,FL DATE 2022-02-13
cat__ORIGIN_JAC,0.00017825451799812774,ORIGIN JAC
cat__route_LGA_ATL,0.00017801693545379697,route LGA ATL
cat__FL_DATE_2022-08-12,0.00017787101909932728,FL DATE 2022-08-12
cat__route_ORD_PHX,0.00017770241044045892,route ORD PHX
cat__FL_DATE_2023-06-30,0.00017736177278175686,FL DATE 2023-06-30
cat__ORIGIN_MRY,0.00017694215660573982,ORIGIN MRY
cat__FL_DATE_2023-04-27,0.00017692591653990238,FL DATE 2023-04-27
cat__FL_DATE_2021-07-19,0.0001757809200446278,FL DATE 2021-07-19
cat__route_ORD_DEN,0.00017538323294073185,route ORD DEN
cat__FL_DATE_2022-02-02,0.00017525252281299419,FL DATE 2022-02-02
cat__FL_DATE_2019-06-09,0.00017517264436272458,FL DATE 2019-06-09
cat__FL_DATE_2021-03-17,0.0001751455746324286,FL DATE 2021-03-17
cat__route_ORD_LAS,0.00017504948688860347,route ORD LAS
cat__FL_DATE_2023-08-18,0.00017504144740318136,FL DATE 2023-08-18
cat__ORIGIN_SGF,0.0001748901764093496,ORIGIN SGF
cat__route_DEN_LAS,0.0001744208110426388,route DEN LAS
cat__FL_DATE_2022-10-13,0.00017406803767078293,FL DATE 2022-10-13
cat__FL_DATE_2021-08-07,0.00017396853600148984,FL DATE 2021-08-07
cat__FL_DATE_2019-07-20,0.00017394134461189994,FL DATE 2019-07-20
cat__FL_DATE_2022-05-06,0.0001737597430129845,FL DATE 2022-05-06
cat__route_IAH_SFO,0.00017375096369701755,route IAH SFO
cat__FL_DATE_2019-08-13,0.0001730299498355063,FL DATE 2019-08-13
cat__FL_DATE_2023-07-18,0.00017296927311403635,FL DATE 2023-07-18
cat__FL_DATE_2019-01-21,0.000172614493223502,FL DATE 2019-01-21
cat__FL_DATE_2019-11-27,0.00017256502655227198,FL DATE 2019-11-27
cat__FL_DATE_2022-02-24,0.00017253033399989472,FL DATE 2022-02-24
cat__route_DFW_MIA,0.0001725190799415071,route DFW MIA
cat__route_LGA_BOS,0.00017236292524281288,route LGA BOS
cat__route_LGA_MIA,0.00017217631098091036,route LGA MIA
cat__FL_DATE_2023-07-01,0.0001721353447168464,FL DATE 2023-07-01
cat__FL_DATE_2023-06-23,0.000172042963965402,FL DATE 2023-06-23
cat__FL_DATE_2022-07-18,0.00017200954386461097,FL DATE 2022-07-18
cat__FL_DATE_2023-03-10,0.00017170987804196293,FL DATE 2023-03-10
cat__FL_DATE_2021-08-20,0.00017162632386275516,FL DATE 2021-08-20
cat__DEST_LIH,0.00017112259967892667,DEST LIH
cat__FL_DATE_2019-11-15,0.0001711094372308011,FL DATE 2019-11-15
cat__FL_DATE_2022-02-17,0.0001710636576672013,FL DATE 2022-02-17
cat__ORIGIN_ATW,0.00017087162953661518,ORIGIN ATW
cat__FL_DATE_2019-11-12,0.00017085912053881603,FL DATE 2019-11-12
cat__FL_DATE_2023-06-28,0.00017077335133509447,FL DATE 2023-06-28
cat__FL_DATE_2023-03-24,0.00017072608095345263,FL DATE 2023-03-24
cat__FL_DATE_2019-06-10,0.0001703484411612027,FL DATE 2019-06-10
cat__FL_DATE_2022-08-01,0.00017034449132211465,FL DATE 2022-08-01
cat__route_PHX_DFW,0.00017011788493545533,route PHX DFW
cat__FL_DATE_2023-07-29,0.00016989831384773695,FL DATE 2023-07-29
cat__FL_DATE_2023-04-23,0.00016946562616584735,FL DATE 2023-04-23
cat__FL_DATE_2021-06-14,0.00016930088430957595,FL DATE 2021-06-14
cat__route_DEN_SFO,0.00016911580569814975,route DEN SFO
cat__FL_DATE_2019-02-21,0.0001688106976014677,FL DATE 2019-02-21
cat__FL_DATE_2023-03-14,0.00016876213107101315,FL DATE 2023-03-14
cat__route_JFK_LAX,0.00016862336662322387,route JFK LAX
cat__route_DCA_BOS,0.00016837425068322914,route DCA BOS
cat__FL_DATE_2019-10-21,0.00016807112435623353,FL DATE 2019-10-21
cat__FL_DATE_2021-08-25,0.00016758377524512115,FL DATE 2021-08-25
cat__FL_DATE_2019-11-30,0.0001674426333441581,FL DATE 2019-11-30
cat__FL_DATE_2019-03-14,0.00016733323207984802,FL DATE 2019-03-14
cat__FL_DATE_2019-06-24,0.0001672833578844591,FL DATE 2019-06-24
cat__FL_DATE_2019-08-14,0.00016704091024849886,FL DATE 2019-08-14
cat__FL_DATE_2022-06-23,0.0001670340618889816,FL DATE 2022-06-23
cat__route_SFO_PHX,0.00016686520114551768,route SFO PHX
cat__ORIGIN_FSD,0.00016653335947842496,ORIGIN FSD
cat__FL_DATE_2019-08-17,0.0001664965063970438,FL DATE 2019-08-17
cat__FL_DATE_2022-05-13,0.00016600795882647882,FL DATE 2022-05-13
cat__FL_DATE_2019-02-15,0.0001651867736582641,FL DATE 2019-02-15
cat__FL_DATE_2019-05-24,0.00016482214383231822,FL DATE 2019-05-24
cat__ORIGIN_PIE,0.00016469610834649593,ORIGIN PIE
cat__route_JFK_SFO,0.00016446491094939956,route JFK SFO
cat__FL_DATE_2019-02-14,0.00016444207864617304,FL DATE 2019-02-14
cat__FL_DATE_2022-12-31,0.00016439257612770391,FL DATE 2022-12-31
cat__route_SEA_DEN,0.000164249185900031,route SEA DEN
cat__FL_DATE_2021-08-12,0.000164188845516782,FL DATE 2021-08-12
cat__FL_DATE_2023-08-14,0.0001641840991491177,FL DATE 2023-08-14
cat__FL_DATE_2019-10-17,0.000163896620817734,FL DATE 2019-10-17
cat__FL_DATE_2019-02-11,0.0001637375090037637,FL DATE 2019-02-11
cat__FL_DATE_2019-01-22,0.000163295889062548,FL DATE 2019-01-22
cat__route_DEN_PHX,0.0001630269098563877,route DEN PHX
cat__FL_DATE_2023-06-12,0.00016297737847943285,FL DATE 2023-06-12
cat__ORIGIN_KOA,0.00016284439859382536,ORIGIN KOA
cat__route_LAX_PHX,0.00016282718396154843,route LAX PHX
cat__ORIGIN_LEX,0.00016264453446725958,ORIGIN LEX
cat__route_EWR_SFO,0.0001625226760043324,route EWR SFO
cat__FL_DATE_2022-02-22,0.00016231847574912795,FL DATE 2022-02-22
cat__route_DFW_SLC,0.00016228845782966496,route DFW SLC
cat__ORIGIN_EUG,0.0001621457328065433,ORIGIN EUG
cat__route_ORD_MCO,0.0001621190179178119,route ORD MCO
cat__route_DEN_LAX,0.00016211271322921463,route DEN LAX
cat__DEST_SGF,0.00016184766432582722,DEST SGF
cat__FL_DATE_2023-01-13,0.00016158212192078105,FL DATE 2023-01-13
cat__FL_DATE_2021-06-25,0.00016138838294128477,FL DATE 2021-06-25
cat__route_ORD_MSP,0.00016138329582205885,route ORD MSP
cat__FL_DATE_2021-06-08,0.00016129091416156282,FL DATE 2021-06-08
cat__FL_DATE_2021-07-21,0.00016112602964899324,FL DATE 2021-07-21
cat__DEST_DAY,0.00016101616855266455,DEST DAY
cat__FL_DATE_2023-07-23,0.00016072318455018014,FL DATE 2023-07-23
cat__FL_DATE_2019-10-25,0.00016065022624890186,FL DATE 2019-10-25
cat__route_DFW_ATL,0.00016047902301501892,route DFW ATL
cat__route_MSP_ORD,0.00016008549103251768,route MSP ORD
cat__ORIGIN_MAF,0.00015976162892927906,ORIGIN MAF
cat__FL_DATE_2023-04-02,0.00015950759333847512,FL DATE 2023-04-02
cat__route_FLL_JFK,0.00015904311318585995,route FLL JFK
cat__FL_DATE_2022-06-18,0.00015893012741134113,FL DATE 2022-06-18
cat__FL_DATE_2019-12-19,0.00015861817722125256,FL DATE 2019-12-19
cat__FL_DATE_2023-08-15,0.00015849621543507887,FL DATE 2023-08-15
cat__ORIGIN_PGD,0.00015828213036489115,ORIGIN PGD
cat__FL_DATE_2019-06-21,0.00015824501183693776,FL DATE 2019-06-21
cat__FL_DATE_2019-10-04,0.000157998824423447,FL DATE 2019-10-04
cat__route_LAS_SFO,0.0001578057092735715,route LAS SFO
cat__ORIGIN_ICT,0.00015780119292794974,ORIGIN ICT
cat__FL_DATE_2022-05-25,0.00015743211204732456,FL DATE 2022-05-25
cat__FL_DATE_2022-01-28,0.00015738968874057482,FL DATE 2022-01-28
cat__FL_DATE_2022-04-04,0.00015731152044314058,FL DATE 2022-04-04
cat__FL_DATE_2019-07-15,0.00015730328283326537,FL DATE 2019-07-15
cat__DEST_TLH,0.00015709168746877656,DEST TLH
cat__FL_DATE_2019-12-29,0.0001570312858894314,FL DATE 2019-12-29
cat__route_LAS_OAK,0.00015697276318136995,route LAS OAK
cat__FL_DATE_2019-03-21,0.00015691782081399247,FL DATE 2019-03-21
cat__FL_DATE_2023-06-11,0.0001566587639589757,FL DATE 2023-06-11
cat__FL_DATE_2023-08-10,0.0001565454041204862,FL DATE 2023-08-10
cat__route_SFO_SEA,0.00015652936478993324,route SFO SEA
cat__FL_DATE_2019-08-19,0.00015623817879364423,FL DATE 2019-08-19
cat__FL_DATE_2021-10-25,0.00015567143499232885,FL DATE 2021-10-25
cat__route_MCO_EWR,0.0001556516220180832,route MCO EWR
cat__route_LAS_PHX,0.00015564531768904824,route LAS PHX
cat__FL_DATE_2023-08-08,0.00015561735482778492,FL DATE 2023-08-08
cat__FL_DATE_2019-01-06,0.00015540242737619388,FL DATE 2019-01-06
cat__DEST_EYW,0.000155347645092554,DEST EYW
cat__FL_DATE_2023-02-26,0.00015508341481728516,FL DATE 2023-02-26
cat__FL_DATE_2023-08-16,0.00015449672892075688,FL DATE 2023-08-16
cat__route_ORD_ATL,0.0001544543984873199,route ORD ATL
cat__FL_DATE_2022-09-11,0.00015418537536670876,FL DATE 2022-09-11
cat__ORIGIN_CID,0.00015416158105729458,ORIGIN CID
cat__FL_DATE_2023-05-26,0.00015409524950854952,FL DATE 2023-05-26
cat__FL_DATE_2019-11-08,0.00015406055234812627,FL DATE 2019-11-08
cat__DEST_PGD,0.00015393183006115048,DEST PGD
cat__FL_DATE_2021-10-29,0.000153884463733765,FL DATE 2021-10-29
cat__ORIGIN_BTV,0.00015382545627731575,ORIGIN BTV
cat__route_MIA_JFK,0.0001536007042174965,route MIA JFK
cat__ORIGIN_JAN,0.00015340259420874072,ORIGIN JAN
cat__route_MCO_LGA,0.00015321481186133664,route MCO LGA
cat__FL_DATE_2021-07-17,0.000153183461961198,FL DATE 2021-07-17
cat__ORIGIN_STATE_WV,0.00015280382327861888,ORIGIN STATE WV
cat__route_MCO_SJU,0.00015249992583663571,route MCO SJU
cat__FL_DATE_2019-07-16,0.00015232267401334504,FL DATE 2019-07-16
cat__FL_DATE_2021-12-23,0.0001521552065070652,FL DATE 2021-12-23
cat__FL_DATE_2023-08-04,0.0001521069376090936,FL DATE 2023-08-04
cat__FL_DATE_2021-03-18,0.00015201239140735846,FL DATE 2021-03-18
cat__FL_DATE_2019-05-30,0.0001517279341532775,FL DATE 2019-05-30
cat__route_DEN_LGA,0.00015149880263974207,route DEN LGA
cat__FL_DATE_2023-02-23,0.00015145075681102595,FL DATE 2023-02-23
cat__FL_DATE_2023-04-01,0.00015136889528405864,FL DATE 2023-04-01
cat__FL_DATE_2019-12-22,0.0001513082673137149,FL DATE 2019-12-22
cat__FL_DATE_2021-08-01,0.00015123439153090542,FL DATE 2021-08-01
cat__FL_DATE_2023-06-21,0.0001511718614210456,FL DATE 2023-06-21
cat__FL_DATE_2023-01-03,0.00015116084820948478,FL DATE 2023-01-03
cat__FL_DATE_2023-03-09,0.00015114099713440515,FL DATE 2023-03-09
cat__route_SEA_LAX,0.00015107852225158407,route SEA LAX
cat__route_OAK_LAS,0.00015070697399420215,route OAK LAS
cat__route_DFW_BOS,0.00015068693206199174,route DFW BOS
cat__ORIGIN_MSO,0.00015067385159205958,ORIGIN MSO
cat__route_DFW_LAX,0.00015066024289503473,route DFW LAX
cat__FL_DATE_2019-03-02,0.0001505109639709502,FL DATE 2019-03-02
cat__FL_DATE_2019-08-18,0.00015042392105873864,FL DATE 2019-08-18
cat__FL_DATE_2022-03-28,0.00015017237353488215,FL DATE 2022-03-28
cat__route_LBB_DFW,0.0001501499079027909,route LBB DFW
cat__FL_DATE_2023-07-20,0.00015014313586684999,FL DATE 2023-07-20
cat__FL_DATE_2023-06-01,0.0001500995633758891,FL DATE 2023-06-01
cat__FL_DATE_2023-02-15,0.000149672646625686,FL DATE 2023-02-15
cat__FL_DATE_2019-10-22,0.00014947452923507948,FL DATE 2019-10-22
cat__FL_DATE_2023-08-13,0.00014933937602973717,FL DATE 2023-08-13
cat__route_BOS_LGA,0.00014922278101841635,route BOS LGA
cat__FL_DATE_2022-05-16,0.00014907893826061276,FL DATE 2022-05-16
cat__FL_DATE_2019-08-02,0.00014902175191413807,FL DATE 2019-08-02
cat__route_SFO_LAS,0.00014901431250834745,route SFO LAS
cat__route_ORD_DTW,0.00014897406644403657,route ORD DTW
cat__route_TPA_ATL,0.00014896306033303818,route TPA ATL
cat__FL_DATE_2021-06-20,0.00014888895024156023,FL DATE 2021-06-20
cat__route_AUS_DEN,0.00014868033954065622,route AUS DEN
cat__FL_DATE_2021-12-15,0.00014865295789754602,FL DATE 2021-12-15
cat__FL_DATE_2019-06-16,0.00014849948036270652,FL DATE 2019-06-16
cat__FL_DATE_2022-08-04,0.0001484841509351076,FL DATE 2022-08-04
cat__route_SLC_DEN,0.00014844683053712613,route SLC DEN
cat__ORIGIN_LBB,0.00014770216519625684,ORIGIN LBB
cat__route_JFK_BOS,0.00014768121581698707,route JFK BOS
cat__DEST_PIE,0.00014763491157552424,DEST PIE
cat__FL_DATE_2023-08-20,0.00014759951058403268,FL DATE 2023-08-20
cat__FL_DATE_2019-08-23,0.00014755483791158077,FL DATE 2019-08-23
cat__FL_DATE_2022-09-01,0.00014744697327589084,FL DATE 2022-09-01
cat__FL_DATE_2022-04-03,0.0001473732744825045,FL DATE 2022-04-03
cat__ORIGIN_ECP,0.00014733535540055516,ORIGIN ECP
cat__FL_DATE_2022-07-21,0.00014721326422879752,FL DATE 2022-07-21
cat__route_LAX_SEA,0.00014714778012147396,route LAX SEA
cat__FL_DATE_2019-05-17,0.00014661734718798968,FL DATE 2019-05-17
cat__ORIGIN_STATE_VT,0.00014657839981483818,ORIGIN STATE VT
cat__FL_DATE_2023-02-22,0.00014652888374690122,FL DATE 2023-02-22
cat__FL_DATE_2023-01-12,0.0001465073728085214,FL DATE 2023-01-12
cat__route_PHX_LAS,0.00014637329930789825,route PHX LAS
cat__route_ORD_BOS,0.00014619415183403503,route ORD BOS
cat__FL_DATE_2023-06-19,0.00014616364979514444,FL DATE 2023-06-19
cat__route_EWR_MIA,0.00014613224831088026,route EWR MIA
cat__FL_DATE_2022-03-09,0.0001460565007304947,FL DATE 2022-03-09
cat__FL_DATE_2021-04-11,0.00014604247921666403,FL DATE 2021-04-11
cat__FL_DATE_2019-01-02,0.0001459504835427307,FL DATE 2019-01-02
cat__route_DFW_LAS,0.00014590180096453172,route DFW LAS
cat__FL_DATE_2019-01-31,0.00014577312378741622,FL DATE 2019-01-31
cat__FL_DATE_2021-10-03,0.00014562214331380265,FL DATE 2021-10-03
cat__FL_DATE_2021-07-24,0.00014558895617660574,FL DATE 2021-07-24
cat__FL_DATE_2022-07-12,0.00014539543564474975,FL DATE 2022-07-12
cat__route_PHX_DEN,0.0001453123155680109,route PHX DEN
cat__FL_DATE_2021-08-03,0.00014530032795910885,FL DATE 2021-08-03
cat__FL_DATE_2021-08-11,0.00014515741260373913,FL DATE 2021-08-11
cat__FL_DATE_2019-06-23,0.0001451533509980325,FL DATE 2019-06-23
cat__FL_DATE_2019-04-20,0.00014496836436986955,FL DATE 2019-04-20
